Text,Language
What is the shortest route to town?,English
What is your greatest strength?,English
The police officer was shot and killed near the university.,English
We have rain forests in Uganda.,English
What are the three important skills for teamwork and collaboration?,English
Is it safe to use petroleum jerly on the skin?,English
Check out our website for more information.,English
How much revenue is expected to be collected in this financial year?,English
What are bank charges?,English
Tax collection is necessary to ensure revenues are collected to fund governmental services.,English
How much revenue is collected every month?,English
The officials didn't provide clarity for the funds provided.,English
They should plan for the money given to the different sectors.,English
Oil production in the country is expected to start very soon.,English
Facilities are being constructed to support oil production.,English
The technical aspects of oil production are being finalized.,English
There is a need to conclude project frameworks for oil production.,English
Funds to support an orphaned child are being mobilized.,English
She dies of a short illness.,English
The orphan's life was showcased on social media.,English
The college secretary will be supported.,English
"The strong lady kept her composure, even in hard situations.",English
The old school students respect the school motto.,English
The teacher thanked the students for their generosity.,English
The headmaster thanked students for their contribution.,English
The old students were thanked for their concern.,English
The team was thanked for its befitting condolence message.,English
The support team helped her with her basic needs.,English
She thanked all members that contributed towards her support.,English
The district should provide sexual reproductive health services.,English
The community should provide family planning methods to the girls.,English
The meeting was organized by the Reproductive Health team Uganda.,English
Teenage pregnancies have increased the rate of maternal deaths.,English
The government was praised for its work towards family planning.,English
He thanked the members present for attending the activity.,English
She died as a result of complications when giving birth.,English
Issues must be resolved without much debate.,English
People should be taught about sexual reproductive health.,English
The right information should be passed to the public.,English
The directive will be planned for in the coming year.,English
Adolescents should receive sexual reproductive health services.,English
Family planning can prevent teenage pregnancies.,English
The district council will receive a paper presentation for social services.,English
The team signed a one-year partnership.,English
The partnership will be for one year only.,English
The company will offer the club with transportation services.,English
The sponsorship came at a much needed time.,English
The partnership will rerieve the club of transportation costs.,English
The club is privileged to partner with a local business entity.,English
The biggest challenge faced by the club was transporting.,English
The team has been looking for partners to cater for their transport.,English
The club had transport challenges in the past.,English
Only one bus company has welcomed the football team.,English
The team will be involved in developing the stadium.,English
Club fans will buy bus tickets to support players.,English
The bus ticket will be used to pay the players' bills.,English
Players shouldn't be used as tools of work.,English
The Ugandan company has renewed the team's contract.,English
A new leader will be in the office next week.,English
They will hold the annual general meeting this week.,English
Only one person will represent members of the executive.,English
The vice president position is a core elective position.,English
The district was chosen for national arrangements.,English
They agreed to elect a new member of the executive committee.,English
They were advised to strengthen urban governance in the region.,English
They volunteered to participate in major decision making.,English
Only those with political ambitions were voted.,English
The district leaders have participated in regional development.,English
More leaders are needed to build the foundation.,English
People's mindsets need to be shaped to fight laziness.,English
People are advised to work hard for better living.,English
Another truck has been discovered.,English
It was recovered after tracking.,English
The truck was stolen from Kampala.,English
The truck occupants were dropped in the district.,English
The vehicle was from a neighbouring country.,English
The thieves also resort to kidnapping car owners.,English
They received information from an officer in Uganda.,English
The lorry was tracked for two days.,English
The truck owners received their cars.,English
The thugs come from nearby country borders.,English
The truck thug was arrested.,English
Work with neighbouring countries will be continued.,English
Car thugs have resorted to kidnapping.,English
He advised people to take good care of their cars.,English
The food truck is his main source of income.,English
He will leave Uganda for his country.,English
Childhood development centres will be opened.,English
The church has established nine other branches.,English
Christians are encouraged to never give up in prayer.,English
They intend to improve the children's way of life.,English
Stakeholders should be innovative.,English
The organization has provided equipment to start the process.,English
The organization will only support twerve caregivers.,English
There should be intensive labour force for the completion of work.,English
Money should not be the only reason for leaders to work hard.,English
Stakeholders are advised to work as a team.,English
Children should be taught to be productive.,English
Community members should be engaged directly in community activities.,English
The mayor agreed to join the fight against the crime rate.,English
Putting up streetlights will reduce the crime rate.,English
Street darkness is a major cause of theft and robbery.,English
The team agreed to have a sanitation drive in the community.,English
The community members swept the town.,English
He thanked the community for being supportive to the company.,English
They will fix street lights because of the thugs.,English
The officials haven't yet paid the power bills.,English
They need to pay their bills.,English
They are ready to receive the money to fix the streetlights.,English
The streetlights will be fixed because of the high crime rate.,English
Promoting hygiene is one way they can give back to the community.,English
They urged us to maintain proper hygiene.,English
Different campaigns are being run to create health awareness.,English
Arua city should be kept clean.,English
He called upon us to say no to bribes.,English
Poachers should be arrested.,English
The community was disappointed in their leaders.,English
Many people take bribes.,English
They told the press that further investigations would be done.,English
Everyone is responsible for crime prevention.,English
Police officers should not be bribed.,English
The police officer denied having taken the bribed.,English
The suspect was rereased today.,English
The chief district officer requested a detailed report on the case.,English
There is an increase in the theft of animals.,English
There are also female thieves.,English
The woman was accused of kidnapping.,English
Investigations regarding the case have just started.,English
The police arrested her today morning.,English
It is alleged that her neighbour kidnaps people's children.,English
There will be a court session today.,English
Parents should be very keen on their children.,English
No one berieves that his son was kidnapped.,English
Her stepmother tortured her.,English
The village has had no water for three days now.,English
She claims to be much younger than she actually is.,English
There are so many juvenile derinquents.,English
The police stopped them from conducting mob justice.,English
We may not vote this year.,English
The electoral commission has rereased the election dates.,English
Nominations were held today.,English
They announced the winners of the election.,English
District elections have not been held yet.,English
A new community head is voted every year.,English
The campaigns were launched today.,English
Democracy should be practised in all countries.,English
The new aspirants were nominated today.,English
All citizens should vote.,English
People should be equipped with leadership skills.,English
People are still very negative about voting.,English
Ugandans are encouraged to work hard to eradicate poverty.,English
Lorry drivers were advised not to over speed.,English
They bought a school truck.,English
The truck was stolen as soon as it was bought.,English
No one knows who stole the truck.,English
Investigations are being done to find out the thief.,English
Thieves attacked the truck driver.,English
The truck driver reported the case to the police.,English
The stolen lorry has never been found.,English
The stolen truck was finally traced.,English
Thieves should be arrested and punished severery.,English
The thieves pleaded innocent.,English
More investigations are being done.,English
The car occupants were robbed.,English
Drivers should not go over speed.,English
All cars should be registered.,English
He returned to Kenya last week.,English
The parish has started projects to support helpless children.,English
More child centres have been set up.,English
The diocese encouraged us to help the needy.,English
The water tank at home helps us reserve water in case of water shortage.,English
Different organizations should help the needy.,English
The winners will be rewarded.,English
They had many training sessions.,English
They urged everyone to work hard.,English
We are advised not to give up.,English
Students are encouraged to help each other whenever there is a need.,English
Parents should discipline their children.,English
We should work together for development.,English
Street lights will be installed next month.,English
The crime rate in Arua town has reduced.,English
Street lights were installed in Arua town.,English
Leaders also participated in community cleaning.,English
All community members were engaged in sweeping the streets.,English
Leaders swept all the streets of Arua town.,English
The street lights are expected to reduce theft cases on the streets.,English
We do not know who will clear the electricity bills.,English
The street lights need maintenance.,English
The government should pay electricity bills for the street lights.,English
Street lights improve security.,English
It is our responsibility to maintain proper hygiene.,English
Arua town should be kept clean.,English
People need to be sensitized about mental health.,English
Arua is now cleaner than it was last year.,English
The rate of bribery increases every day.,English
The suspect was left to go back home.,English
People have been demanding for justice since they were robbed.,English
Some leaders are really corrupt.,English
The corrupt officers were also arrested.,English
Several youths have been enrolled as crime preventers.,English
Police officers should maintain law and order.,English
The police officer took a bribe.,English
The officer was taken to court because he took a bribe.,English
Investigations are going to be done about the corruption case.,English
Poaching is highly punishable.,English
That lady is well known for child abuse.,English
Investigations are being done regarding the rape case.,English
The child reported his mother for denying her food.,English
The prisoners were taken for medication whenever they ferl sick.,English
She was arrested because of subjecting her daughter to child labour.,English
She was sent to court.,English
"People need to know more about the justice, law and order sector.",English
Arua and Yumbe are in conflicts over Ewanga sub-county.,English
These disputes will never end.,English
The disagreement is politically centred.,English
The sub-county suffered from poor service provision.,English
The speculation of oil in the sub-county has encouraged the dispute.,English
The leaders should have cooperated for the people to benefit.,English
Police increased security after the attacks.,English
The conflict has discouraged business activities.,English
The presence of oil has caused conflicts in some districts.,English
People are divided when it comes to oil related discussions.,English
Kampala is well positioned.,English
The ministry of Local government should determine the boundaries of the sub-county.,English
The chairman wants to be part of the district council.,English
The chairman was disappointed in the committee leaders.,English
Leaders are fighting endlessly because of the discovered minerals.,English
They are confident about the court case.,English
All minerals belong to Uganda.,English
The refugees are free to participate in business activities.,English
The local leaders are waiting for government feedback.,English
The leaders discussed the origin of the rumours.,English
Leaders argued about the new district which has been created.,English
The petroleum authority confirmed the presence of oil in Uganda.,English
The oil exploration company did not find any oil well s in the area.,English
The presence of oil can only be determined by drilling oil wells.,English
We need to survey in the coming week.,English
When will they announce the next university intake?,English
They don't have the specified license to do the job.,English
The discovery of oil in the area may arouse disputes and conflicts.,English
People are purchasing land around the area with the hope of receiving government compensation.,English
People rejected the proposal to relocate Ewanga to Yumbe district.,English
The conflict has created hatred between the people and their leaders.,English
The parliamentarian was kidnapped on her way to Ewanga to portray her views.,English
Religious leaders have called out for peace and harmony.,English
The leaders from different districts are greedy and selfish.,English
Golfers went out for a retreat in Rwenzori.,English
Golfers are usually rich people.,English
The winners received gifts from the bank.,English
The categories were organised in age brackets.,English
Very few people know how to play golf in Uganda.,English
The new management mobilized golfers countrywide.,English
They have called out youths to join the sport.,English
Golf has no age restrictions.,English
The government spokesperson has vowed to fight against the exploitation of workers.,English
Media companies will be required to provide terms and conditions of their employees.,English
Penalties will be given to media organisations which do not meet the required standards.,English
The government should recognize the significance of journalists in the country.,English
The journalists receive little pay.,English
Licenses for media companies which do not pay their employees should be revoked.,English
Security officers who mistreat journalists will be charged.,English
No one has the authority to beat up journalists.,English
The media centre should consider the security of journalists.,English
Some people frustrate the efforts of journalists despite their contribution to the country.,English
The Uganda media centre should ensure that the rights of journalists are protected.,English
The district council has motivated its workers by rewarding them.,English
The workers vowed to double their efforts in an attempt to improve service delivery.,English
The senior accounts assistant was greatly rewarded for his efficiency and effectiveness.,English
The accounts assistant was astonished by the reward.,English
The accounts office will do its best to pay the salaries on time.,English
The performance of the district depends on the performance of the finance department.,English
The reward boosted his confidence and commitment.,English
A reward is a motivating factor.,English
He was rewarded for his commitment to tax collection.,English
He increased funding to the community leadership.,English
The leaders explained that the rewards would only be given to the top performers.,English
People are rewarded according to performance in their various categories.,English
The beneficiaries are divided into groups.,English
People in Arua grow a variety of crops.,English
This company will provide crops and market for the farmers produce.,English
The farmers need to plant other crops to ensure continuity in agricultural productivity.,English
People need to shift from tobacco growing to other crops to benefit more.,English
The process will benefit farmers because food crops have got a ready market.,English
The partnership involves ensuring commercial agriculture and agricultural mechanisation.,English
"The partnership will emphasize agro-processing, market availability and export trade.",English
More people will benefit from this partnership in the next thirty years.,English
People are optimistic about the union.,English
The quality of agricultural products needs to improve.,English
"My business operates in many countries, including Uganda.",English
The farmers need machines and other equipment to boost agricultural productivity.,English
The government aims at improving the lives of the people of West Nile.,English
The president advised people to divert from cash crops to food crops.,English
People will not only rery on tobacco but also other crops.,English
The union was established in nineteen sixty-nine.,English
People want jobs that are associated with high income.,English
Women should work with their husbands to secure a bright future.,English
The doctor wants to employ someone with financial management skills.,English
People should change their mindset and be able to start up their own businesses.,English
People embrace white-collar jobs.,English
The doctor established a formidable business in Arua town.,English
The business has a lot of customers.,English
"The doctor motivated young men, and he became their role moder.",English
He applied for jobs in different areas.,English
The doctor tests the quality of the meat.,English
The doctor works for the government and is an entrepreneur.,English
The doctor has sensitized people to become entrepreneurs because you become your own boss.,English
The business helps the doctor to acquire more skills and knowledge.,English
The wife can train and equip children with knowledge and skills.,English
The zion outlet deals in a wide range of products.,English
The business has exposed the doctor and improved his living standards.,English
The doctor explains that he incurs a lot of costs in rent and purchasing items.,English
People with a common interest are encouraged to form associations.,English
Families ought to plan for their future.,English
Commercial agriculture is a source of income to farmers.,English
He is setting up a tea plantation in preparation for his retirement.,English
Family members should support one another.,English
Women are supposed to submit to their husbands in a home.,English
There is an available market for crops.,English
The high school drop out rate is associated with very many factors.,English
"While in a dialogue with them, we discussed a lot of things.",English
The school drop out rate is very high in some areas compared to others.,English
Sub counties are part of the district.,English
Women have the capacity to become leaders.,English
Everyone is prone to facing challenges in life.,English
Is too much freedom bad?,English
Why should a parent be imprisoned for beating his or her own child?,English
Should children be taught sex education in school?,English
Youths are advised to abstain from sex till marriage.,English
There are very many existing society hindrances to education.,English
Learners need to be acknowledged about the value of education.,English
School nurses help to give treatment to sick students.,English
"Why make new laws, if the existing ones are not being implemented?",English
Solutions once implemented should solve existing problems.,English
"Given the existing modernity, people no longer hold onto their cultural norms.",English
What is the role of parents in society?,English
Mothers ought to be exemplary to their children.,English
Parents should strive to meet their children's basic needs.,English
Who are considered as district stakeholders?,English
What is the role of the resident district commissioner?,English
Construction is usually very costly.,English
Some projects are financially funded.,English
Doctors should have their accommodation near the health centres.,English
Value for money is what everyone seeks.,English
The work done by the contractors was very unimpressive.,English
Government services are often performed in a substandard way.,English
How can one commission a project?,English
Contractors should be mindful of doing satisfactory work.,English
The villagers were not satisfied with the work done.,English
Children need to be protected from danger.,English
Children should be kept safe at school.,English
A project is only accomplished if completed.,English
Some projects are to solve community challenges.,English
"At the end of the day, the beneficiaries must be happy.",English
Supervisors follow up on activities taking place.,English
Inadequate funds could hinder the success of a given project.,English
Different people have different opinions.,English
Local leaders should support development in society.,English
Why should a commission be blocked?,English
"Being the contractors, you must be available at the site for work.",English
Women are encouraged to save money.,English
The dead are remembered for their deeds.,English
"Besides banks, where do most locals borrow money from?",English
Individuals should feel free to support their political parties.,English
Our president is very generous.,English
Financial institutions deal with managing finance-related activities.,English
It is very good to help others.,English
I also want to create a good legacy.,English
How does one become a member of a political party?,English
Women these days are self-reliant.,English
Vulnerable and neglected people need to be helped.,English
"Having engaged in economic activities, women are now financially independent.",English
One ought to love his or her family.,English
Business people sometimes borrow money to start-up businesses.,English
Investments yieldreturns for the investor.,English
Financial institutions are encouraged to be transparent in their operations.,English
The person dealing in money must be very integral.,English
Money should be used for its intended purpose.,English
"Usually, people borrow money and payback with interest.",English
"Preferably, people love to borrow at a favourable interest rate.",English
What is your reason for working with that company?,English
Listen to the advice given to you.,English
How can we eradicate poverty in Uganda?,English
self-reriance is the ability to operate independently.,English
Avoid being too subjective.,English
Prayer plus hard work lead to success.,English
Utilise the available resources to make a difference.,English
Ninety per cent of Uganda's population feed on agricultural produce.,English
Resources like land could be used for farming activities.,English
"In commercial agriculture, farmers sell their produce to get money.",English
How can one adequatery prepare for his old age?,English
Teachers leave their profession because of low salaries.,English
Large scale farmers are encouraged to adapt to modern farming techniques.,English
Wealth is accumulated from existing resources.,English
Religious leaders should encourage their people to work.,English
Fake products should be banned from the market.,English
What are some of the renewable energy products?,English
We have successfully done market research for our new product.,English
Marketing campaigns widen the market for the products.,English
Companies can integrate at their own risk.,English
Warranties are given to customers after making a purchase.,English
The poor and the rich have different mentalities.,English
Why do people have to be sceptical while buying products?,English
Buyers are concerned about the quality of the products.,English
People working together don't have to be friends.,English
Fake products can not last long on the market.,English
Those faking products need to be arrested.,English
Some companies do produce quality products.,English
Corruption is a vice in the community.,English
Students are encouraged in school not to be corrupt when they grow up.,English
Teachers influence their students and pupils.,English
Your actions terl us the kind of person you are.,English
The health centres are inadequate.,English
There is a need to employ more doctors in the village health centre.,English
The hospital recruited more doctors.,English
The doctors have no staff quarters.,English
Patients were requested to buy food while in the hospital.,English
All the hospital wards were full.,English
There were no more wards to admit patients to.,English
The officials read the bill yesterday.,English
The security officials live in a damaged house.,English
We need more midwives in Uganda.,English
Bricks were purchased to construct a new clinic.,English
The bricks have not been paid for yet.,English
The community should fundraise for hospital construction.,English
The damaged house was renovated.,English
Water is a basic need for everyone.,English
Many people have no access to safe water.,English
People can fetch water from the wells.,English
Not all parts of Uganda receive a lot of rainfall.,English
well s are not perfectly gazetted.,English
Water from the springs is very safe.,English
Water is used for domestic work.,English
Buying water is quite costly.,English
They fetch water from the borehole.,English
People were complaining about water shortage in that area.,English
Some people fall in rivers and die.,English
Her son drowned in a swimming pool.,English
There is a need to create more water sources.,English
More well s are being constructed for ease of access to safe water.,English
We should boil water before drinking it.,English
We should wash our hands regularly.,English
People complained about the high costs of water.,English
The water standard of cleanliness was still lacking.,English
People were sensitized about sanitation.,English
The are many water-borne diseases.,English
Several families now have access to clean water.,English
We are advised to boil water before drinking it.,English
They constructed a borehole for the village settlers.,English
We should maintain water sanitation.,English
Many Ugandans have no access to clean water.,English
More people can now access clean water.,English
All the candidates belonged to a political party.,English
He has posted about the situation.,English
Many people are joining social media these days.,English
All the presidential candidates picked nomination forms today.,English
We were advised to reference our work.,English
The company called for job applications.,English
The campaign season has started.,English
The leaders attended a team-building workshop.,English
The sub-county residents voted their leader.,English
They complained about corrupt leaders.,English
Leaders are accountable to their voters.,English
There is a land wrangle in our village.,English
There are family disputes everywhere.,English
The news anchors arrived at the scene late.,English
Religious leaders should be respected.,English
They organized a memorial service for the late priest.,English
A priest should guide and counser the community.,English
That family owns a lot of property.,English
They have started up a new orphanage.,English
People should be sensitized about land ownership.,English
They told us to register all our property.,English
People should avoid grabbing property that doe not belong to them.,English
He was advised to go and repent.,English
They were told to mind their business.,English
They were arrested for theft.,English
I want to buy a car this year.,English
The community was sensitized about land ownership.,English
Everyone should register their land with the local council.,English
Many people are offering moral support to children.,English
His son inherited all his property.,English
The judge asked for my opinion about the land.,English
His family warmly welcomed him back from abroad.,English
He was happy to see his sister.,English
People walked long distances during the lockdown.,English
People should avoid cutting down trees.,English
They advised me to use herbal medicine.,English
Deforestation should be avoided.,English
Everyone should engage in planting trees.,English
The shoes were too big for her.,English
She hit her toe while walking to the garden.,English
People were surprised about my good grades.,English
The chairman advised us to plant more trees.,English
People sell tree seedlings.,English
Everyone was so tired when we arrived.,English
It rained the whole day.,English
We suffered to find accommodation.,English
There were very many people at the political rally.,English
The president pledged to sponsor the planting of more trees.,English
The village chairman died last week.,English
He was shot dead.,English
No one knows why he was shot.,English
Investigations about the cause of his death are being done.,English
Many people have bank loans.,English
The chairman said they needed some financial support as a village.,English
People have started up saving groups.,English
Many people joined our saving group last month.,English
The saving group will be officially launched tomorrow.,English
The president attended the saving group launch.,English
Many women are single mothers.,English
She was imprisoned for failing to pay the loan.,English
Teachers should instil patriotism in their students.,English
Headteachers met to discuss how they improve the education sector.,English
People engaged in all forms of corruption should be heavily punished.,English
People engaged in corruption have been arrested tried and charge.,English
The commissioner explained that schools should make sure they complete the syllabus.,English
Students are over examined while at school.,English
Arua hosted over two thousand five hundred headteachers.,English
The teachers were congested in the hall.,English
The organisers should have found a better place to accommodate the headteachers.,English
The permanent secretary addressed the meeting in the ministry of Education.,English
The catholic church will provide gloves to the priests amidst the Ebola outbreak.,English
The diocese had to engage in the fight against ebola.,English
The gloves will help the priests not to succumb to the ebola virus.,English
The diocese has put up measures to keep the virus away from churches.,English
The church sensitized people to desist from shaking hands.,English
The diocese has established handwashing terminals at every church.,English
The diocese will provide gloves to the cerebrants when necessary.,English
The priests will wear gloves during confirmation: baptism and holy communion.,English
The priests should wear gloves because they get into contact with the people.,English
A priest claims that putting on gloves is null and void in the faith.,English
The catholic faith builds its churches on hills.,English
The priests have their trust in the power of God to protect them.,English
Priests should not fear surrendering the body of Christ to an infected person.,English
There should be other alternatives other than giving priests gloves.,English
The idea of giving priests gloves is unpopular among the people.,English
A police officer was murdered in Arua district.,English
The police have a duty of protecting people during the riots.,English
The police should increase security in the area.,English
The police are authorised to close out the police posts.,English
The police have authority over the police posts.,English
The police will deploy more officers on the police posts.,English
The thieves took the gun from the policeman after killing him.,English
The police station was closed after the murder of a policeman.,English
The chairman announced the deployment of more security forces in the night.,English
The police station is very far from the community.,English
The police assured people of order and stability in the area.,English
Chairpersons should be involved in crime prevention programs.,English
The police will involve people in security programs around the area.,English
People should not be worried because the essential posts are still open.,English
People were informed to desist from buying stolen items.,English
Mothers in Arua launched a cooperative Union.,English
The cooperative has twenty-three thousand members.,English
The chairperson of the cooperative explained that they had set the launch date already.,English
All people in the region were invited to attend the ceremony.,English
The members will learn new techniques and business management skills.,English
Every group receives five million shillings every year.,English
Some groups borrow money from the cooperative.,English
Registration to join the group is at fifty thousand shillings only.,English
People should attend the meeting to acquire knowledge in business management.,English
People joined the group to improve their standards of living.,English
People have borrowed money and established businesses across the region.,English
People have improved their werfare and family well being.,English
Mothers received capital from the cooperative society to boost their businesses.,English
Mothers are given enough time to repay the loans.,English
The headteacher has failed to uphold the standards of the schools.,English
"The headteacher has failed to recruit, monitor and evaluate teachers performances.",English
Teachers are not committed to providing knowledge to the learners.,English
"Headteachers are always absent, which leads to poor performances in schools.",English
Headteachers have failed to coordinate activities at school.,English
The district education officer should set up reforms in the schools.,English
Headteachers with poor performances should be demoted or transferred.,English
The council is not effective because it failed to execute council resolutions.,English
Some headteachers are incompetent and cannot manage the schools.,English
Students are performing poorly.,English
Teachers are absentees who cannot properly plan for their lessons.,English
Students sit for exams when they are not yet ready.,English
Headteachers do not monitor and coordinate school activities.,English
Parents have neglected the performance of their children.,English
"The officials, parents, headteachers, should all be blamed for poor performances.",English
School committees and leaders have not reported the irregularities to the district.,English
Children perform poorly because they are poorly fed at home.,English
The ministry of finance introduced an integrated financial management system in Arua.,English
"The system is efficient and effective, which will improve service delivery.",English
Arua regional centre will be established in Arua district.,English
The financial management system regulates incomes and expenditures.,English
"The treasury service centres are for agencies, local governments and government projects.",English
The treasury centre lacks enough officers to run the day to day activities.,English
Service centres were created to extend services to the people.,English
Service centres will ease accessibility for the local government officials.,English
The management system has to be decentralized to every district in the country.,English
Government is yet to install the system in forty-eight local governments.,English
The system is of the latest technology and run by computer literates.,English
The ministry has advocated for the use of saterlites in areas with the poor network.,English
Some areas are having network challenges which bring about ineffectiveness.,English
The presidential representative in Arua informed the bureaucrats to install the system.,English
There should be proper financial management at the district level,English
The financial management system regulates the activities of government agencies.,English
The government will provide land and tax holidays to local investors.,English
The minister explained that Ugandans are also investors.,English
The minister explained that the government should encourage local investment.,English
The minister was monitoring the ongoing constructions in Koboko municipality.,English
The government will provide tax incentives to the construction company.,English
The construction company is locally based and is doing genuine work.,English
The government will provide incentives to the company to expand to the districts.,English
The government will create a stable and working environment for local investors.,English
The establishment of infrastructures will provide employment opportunities for the people.,English
Good infrastructure will encourage people to engage in business activities.,English
The government will not charge any taxes to the construction company.,English
The project will stimulate development and increase people's participation in business activities.,English
The district chairman reshuffled the executive because of inefficiencies in service provision.,English
A new council leader was appointed to replace the old one.,English
The district needs a new chairperson.,English
Every district must have an executive committee.,English
A new secretary was appointed for community services.,English
He was made responsible for the technical services.,English
The re-appointment brought concern amongst the leaders.,English
The new leaders are capable of regional development.,English
The new leadership committee proved to be politically balanced.,English
They intend to improve service delivery in the region.,English
Better leaders will lead to regional development.,English
The school has a water leakage problem.,English
The water has damaged the school compound.,English
It is the only government school in the region.,English
The leaders revised the school budget.,English
The school committee will find a solution for the running water.,English
Flooding usually occurs in the rainy season.,English
They failed to fix the flooding problem.,English
The running water caused serious damage to the school.,English
School classrooms were flooded with running water.,English
The school's infrastructure is affected by floods.,English
"The school administrator wrote to the council, but no one replied.",English
The headmaster said he couldn't afford to fix school infrastructure.,English
Construction will start as soon as they receive funds.,English
They received funds to start construction.,English
The leaders were advised to improve refugee settlements.,English
School activities should proceed even if some leaders leave.,English
Refugees should be equipped with skills to help them survive on their own.,English
The trust fund agreed to fund the project.,English
They didn't meet to discuss each others project progress.,English
The project will emphasise on community hygiene.,English
The refugees will attend a skills equipment program.,English
They held quarterly meetings on project progress.,English
There is a big information gap because of the size of the project.,English
Committees were established as a platform for project feedback.,English
The local government chairs the project meetings.,English
The department heads requested for higher allowances.,English
The low allowances made project monitoring difficult.,English
Some project leaders embezzled construction funds.,English
The claimed to send funds using mobile money.,English
They monitored the project to ensure smooth project construction.,English
The project will end after four years.,English
The headteacher invited reporters for a meeting.,English
It is extremery hard to monitor teachers who live outside the school quarters.,English
The school evolved to more permanent structures.,English
New buildings will replace the old school structures.,English
The program will improve refugee access to basic needs.,English
There is a competition for fewer resources in the region.,English
They received funds for community development.,English
The project will cover infrastructural development.,English
The projects are implemented on a community demand-basis.,English
The houses were completed in only six months.,English
The council would like to receive a budget for structural development.,English
They wondered if infrastructural development would improve student performance.,English
The teacher asked if the parents burdened children with house chores.,English
They were advised to guard the new infrastructure jealousy.,English
They provided good hospitality to the visitors.,English
"Uganda always welcomes refugees, unlike its neighbouring countries.",English
The greatest percentage of the pupils were refugees.,English
Uganda receives about ten new refugees per day.,English
They revived the old golf club in their region.,English
The golf club shines in the different competitions.,English
The Uganda tourism board organized the competition.,English
The club excerled in the community tournament.,English
The club took first place in the tournament.,English
Other country teams participated in the tournament.,English
Individuals were thanked for their contribution towards the club.,English
They sponsored the financially unable golfers in the region.,English
They intend to market the golf game in their region.,English
The team was excited that their children enjoyed the game.,English
Selected participants will represent Uganda world-wide.,English
The seniors are preparing to host the golf game.,English
They offered tractor services to maintain the golf course.,English
The administrative officer offered a tractor to fierd maintenance.,English
The club was victorious in the previous golf games.,English
Police posts were temporarily closed in the country.,English
The police officers need to complete training.,English
The posts were closed because of operational reasons.,English
Reproductive health Uganda organized a youth day cerebration.,English
A few policemen were recruited and will start training as soon as possible.,English
The officer died because of a mistake during deployment.,English
Deployment offices will be held accountable for the death of the police officer.,English
The project officer will support young people to stay healthy.,English
Career guidance will be provided for the youth.,English
The government officials blamed the youth for being lazy.,English
The police stations were boosted with more human resources.,English
The leaders were warned against division in the churches.,English
Church leaders should embrace the true values of Christian service.,English
The leaders should use their gifts to transform lives.,English
He preached the gospel on Sunday morning.,English
The council elected a new church leader.,English
The council member was elected as the treasurer.,English
The new leaders will serve for two years.,English
The church leaders play an important role in bringing Christians together.,English
The church has two extra branches.,English
The church has contributed to road construction in the region.,English
Some leaders didn't meet the community's expectations.,English
The church organized a community dialogue in the region.,English
Poor roads affect the growth of businesses.,English
The community dialogue will be held for two weeks.,English
Community residents blamed their bad roads on poor leadership.,English
Roads are being constructed in Uganda.,English
Some complaints are not attended to.,English
Poor roads lead to accidents.,English
"Rains usually flood roads, making them impassable.",English
Poor roads should be improved.,English
Some problems require longterm solutions.,English
Increased income leads to an improved standard of living.,English
Some women intentionally dress poorly to seduce male lecturers.,English
