Text,Language
The government donated close to three billion to farmers in west Nile.,English
The district lobbied the funds from the government to enhance agricultural production.,English
"Farmers grow mangoes, apples, avocado and cocoa.",English
A fruit factory will be established in the area to process the agricultural products.,English
There are increasing cases of early pregnancies among girls.,English
The district should establish various programs to support the girl child.,English
Parents should understand the challenges faced by their children.,English
District leaders are lenient on rich business men who break law and order.,English
The police has failed to regulate the night discos.,English
People below eighteen years are not allowed to access video halls.,English
Families should participate in the fight against teenage pregnancies.,English
Children should be educated about the risks of early sex.,English
Men who engage in sexual activities with girls will be arrested.,English
Parents should protect children from bad habits.,English
Girls have pregnancy complications during delivery.,English
Youths should embrace practical skills to fight joblessness.,English
The district organized an entrepreneurial training session for the youths.,English
"The youths should be creative, innovative and inventive.",English
Youths should start up their own businesses.,English
People should work hard and improve their welfare.,English
People are only interested in white collar jobs.,English
Government set up youth livelihood programs to enable the youths participate in business activities.,English
Youths lack skills to manage the business environment.,English
Youths were given capital to start up small businesses.,English
"Youths are able to make liquid soap, shampoo and vaseline.",English
Most of the youths in the district are unemployed.,English
The district has given tax holidays to various businesses.,English
The police has arrested loggers.,English
The district will enforce environmental laws with an aim of conserving the environment.,English
The district has advised people to look out for alternative sources of energy.,English
People should embrace the use of biogas and solar energy.,English
There are high levels of deforestation in the district.,English
The district will provide solar energy in schools and hospitals.,English
Some women single handedly raise their children.,English
Women leaders help and support ferlow women in society.,English
What take some of the rights for mothers?,English
Do not bribe police officers.,English
Is it true that no one is above the law?,English
Some security officers engage in criminal acts.,English
Every paper money note has a unique serial number.,English
Women should give guidance to the young girls in society.,English
Honoring one another is important.,English
What are the roles executed by the Uganda National Roads Authority?,English
Road construction is very costly.,English
What happens in council meetings?,English
Members of parliament represent different regions of the country.,English
When can a by-election take place?,English
What role is played by members of parliament?,English
He was invited to attend the swearing in ceremony for new leaders.,English
Forward what you cannot handle to those that can.,English
Communication can be via a phone call.,English
Suspects are held in police custody.,English
Should suspects be disclosed to the public.,English
Cows are stolen for their meat.,English
What is the average cost of a cow?,English
Animals' rights should be respected.,English
How long can a criminal investigation last?,English
The calves were stolen from the kraal.,English
Thieves may most likely be killed by the mob.,English
Suspects are taken to court.,English
How can one's age be proved?,English
What has greatly influenced teenage pregnancies?,English
Women do not usually want to declare their true age.,English
Birth certificates are issued to parents after child birth.,English
How old is your eldest son?,English
"In some religions, children are baptized when they are still babies.",English
Are parents to blame for teenage pregnancy and child marriage?,English
How can parents influence their children's decisions early in life?,English
Parents should not allow their children to stay outside at night.,English
Children have a lot to learn from their parents.,English
Surprisingly she gave birth at fourteen years of age.,English
Corruption is almost everywhere?,English
Through investigative journalism a lot is brought to light.,English
Is it possible for a nation to be free from corruption?,English
Media should expose corrupt officials.,English
What is involved in the procurement process?,English
We have very many government corrupt officials in Uganda.,English
Corruption is one vice that continues to exist in society.,English
What kind of work do journalists do?,English
It is believed that two heads are better than one.,English
What is a legal regime?,English
What kind of skills should a journalist have?,English
Which company was given a tender for cleaning the market?,English
Is petty merchandise profitable?,English
The weather is sometimes very unpredictable.,English
What should be done for informal traders?,English
Money serves a lot of purposes.,English
Some people are rebellious in nature.,English
How often do traders pay market dues?,English
New markets promote trading activities.,English
Who is responsible for collecting local revenue?,English
Traders in the market pay tax.,English
What are the sources of local revenue?,English
"In places that do not have electricity, people have resorted to using solar.",English
"At school, we would read on solar lamps once electricity was off.",English
Too much light can affect your sight.,English
Solar is relatively cheap and affordable.,English
How much can a solar system cost?,English
Middle men always want to charge a higher price than the original.,English
Solar power is safer than electricity power.,English
Paraffin is highly flammable.,English
What is your best meal?,English
Some parents pack food for their children while going to school.,English
Are by-laws necessary?,English
Universal primary and secondary schools are cheaper than other schools.,English
What influences a child's performance at school?,English
Education adds value to you.,English
Some schools provide mid-day meals to students.,English
Who is responsible for providing students with food at school?,English
Children need to have meals at school.,English
Schools should provide food for all children at school.,English
Some parents can financially support their children in everything.,English
What are some of the family planning methods?,English
Of what benefit is family planning?,English
Very many children can be a burden to parents.,English
Parents no longer want to give birth to very many children.,English
Responsible parents look after their children.,English
Fornication is sin before God.,English
Parents are encouraged to use the different family planning methods.,English
What do youths consider as modernity?,English
What are the dangers of technology to society today?,English
Who is responsible for teaching children about sex education?,English
Why do health centers operate without medicine?,English
My uncle has been admitted to the hospital.,English
For any health related issues consult from the health workers.,English
Lack of medicine in hospitals has led people to resort to self-medication.,English
Customer care is key for businesses that are to last long in the market.,English
I want to go to the village.,English
Government drugs are issued at a free cost.,English
Most people purchase drugs from the pharmacy.,English
Hospitals must have drugs.,English
Under what conditions should a patient be referred to a hospital?,English
"With the help of medical drugs, health officers are able to treat patients.",English
Health workers should work hard to save lives.,English
Vegetables are rich in nutrients.,English
What are the signs and symptoms of a malnourished person?,English
When you eat foods rich in nutrients the body immunity is boosted.,English
Children need to feed well in order to grow well.,English
What brings about malnutrition?,English
Which foods are rich in nutrients?,English
We are taught in school that it is good to eat a balanced diet.,English
What role has been played by the government in the education sector?,English
Food is a basic need for man.,English
If you take days without eating food you might die..,English
Be mindful of your diet.,English
Pregnant mothers need to feed well .,English
What causes diabetes disease?,English
Farmers water their crops with a watering can.,English
What should be done to fight against malnutrition?,English
"Due to poor feeding, some children fail to perform well academically.",English
He was arrested because he was part of the mob that killed the thief.,English
Everyone's life matters.,English
Witch craft is an evil practice.,English
Avoid taking the law in your hands but rather report to the police.,English
Murder is punishable by law.,English
Who is the head of security in Uganda?,English
"Youths are more into crime, why?",English
He was killed on new year's day .,English
Traditional leaders can support government programs in one way or another.,English
Royals have easier access to the palace.,English
Crime can be prevented.,English
At what age do Bishops resign from ministry?,English
"In Christian faith, we are all brothers and sisters.",English
Leadership comes from God.,English
Who is in charge of appointing new bishops?,English
The pope is the chief pastor of the worldwide catholic church.,English
Let us continue to do the works of God.,English
Every leader is unique in his or her own way.,English
What are the qualities of a good shepherd?,English
God has great plans for our lives.,English
A good leader should be humble.,English
Bishops serve in the church.,English
On what date was your baby born?,English
When was the priest ordained?,English
"In some religions, religious leaders are just elected.",English
What happens at the catholic diocese?,English
Markets need to be built on a large piece of land.,English
At how much did you acquire your piece of land?,English
"If you borrow money, you have an obligation to pay it back.",English
What are some of the problems faced by traders?,English
Why do I need to have a land title?,English
Some problems can be solved in different ways.,English
Land can be acquired through purchase or inheritance.,English
I plan to buy a piece of land next year.,English
Availability of land influences development.,English
Why do people like to believe rumors?,English
Land can either be individually owned or communally owned.,English
Land owners need to hold land titles for security purposes.,English
Infrastructure like roads are for public use.,English
Some land is reserved for road construction.,English
When is a refund necessary?,English
We shall sell our family piece of land.,English
The manager shall have a dialogue with the contractors.,English
Buyers have a choice to buy whatever they want.,English
Very many people suffer due to ignorance.,English
Good roads ease transportation of goods to the market.,English
How can we ensure effective communication?,English
New leaders need training.,English
How long is a financial year?,English
What should be put into consideration when making a land deal?,English
Selfishness could result into greediness.,English
Some people enjoy going to the discos.,English
It is better for school going children not to go to discos.,English
What kind of music do you enjoy?,English
Public concerns are usually responded to by the rightful authorities.,English
One key objective for any business is to maintain its customers.,English
Bouncers are fond of having huge and large chests.,English
I enjoy dancing to music.,English
Children below the age of eighteen cannot legally access certain things.,English
Most discos operate at night.,English
Of what danger are discos?,English
People go to disco for leisure.,English
Over the weekend my friends shall go to the disco.,English
Which companies in Uganda are responsible for electricity distribution?,English
How can power supply reduce poverty?,English
Uganda is gifted with a beautiful climate.,English
How is electricity transmitted?,English
Machines in industries need a lot of electricity to operate.,English
Uganda is still facing a problem of unreliable power supply.,English
Of what benefit is power supply?,English
Find solutions for the problems you face.,English
Solar can now serve the same purpose as electricity power.,English
The government of Uganda has extended power supply in rural areas.,English
How many power dams do we have in Uganda?,English
Power distributions shall lead to development of some areas.,English
Some land is ownedby the government..,English
For how long shall this project run?,English
Every culture has its own cultural rituals.,English
Reconcile and forgive one another.,English
Living in harmony with others gives a peace of mind.,English
The bishop preached to us the gospel of peace.,English
Kingdoms have rules that govern them.,English
My friend invited me to her wedding ceremony.,English
Crop growing takes time.,English
There are various ways of resolving conflicts.,English
Land conflicts will never end.,English
If you want conflicts to end try reconciling.,English
if there is a strike in an area some people may be badly affected.,English
All cultures in Uganda have different rituals that they perform.,English
People lose their property if a raid happens in an area.,English
Some people do not migrate to other areas because they want to.,English
People tend to take matters into their own hands.,English
People still believe in witchcraft.,English
A murder involves a killer and the person killed.,English
Anything can kill you if you are not careful.,English
People still believe in dead people coming back to revenge.,English
Death can find you anywhere any time.,English
Someone can kill you for no good reason.,English
Killing someone is not an easy thing to do.,English
Taking matters in your own hands is a crime.,English
The police are not really doing their work.,English
Every person who dies has to be buried either by relatives or the government.,English
There are still land conflicts among people in the rural areas.,English
"To prevent eviction from your land, you need to have documents to prove your ownership.",English
The government does not want to get involved in land conflicts.,English
Land conflicts can lead to loss of lives if the government does not intervene quickly.,English
The government will not be able to solve all issues arising in the country.,English
"If you try to disorganize the community, there are high chances of you being arrested.",English
You need to find out if the land you own is really yours.,English
Settling land disputes is not an easy thing to do.,English
Tribal wars still exist in Uganda.,English
The police fears getting involved in tribal wars.,English
It's the police's job to settle conflicts that may result in loss of lives.,English
People these days only take care of themselves.,English
Even churches organize celebrations in the due course of the year.,English
Various organizations in the country organize youth conferences.,English
You should love one another.,English
You should never forget the ten commandments from the bible.,English
You should love your neighbor as you love yourself.,English
Being at peace with one another is the only way to be safe.,English
"During youth conferences, the youth learn a lot.",English
Always practice what you learn so as not to forget.,English
The government needs to construct more roads in rural areas.,English
The funds allocated to construction of roads in rural areas are limited.,English
The government does not allocate funds to construct some roads in some areas.,English
"If roads are not maintained, people will stop using them.",English
Funds allocated to maintain roads are not enough.,English
It's only the district council that decides which road to be constructed.,English
Good roads also help in the development of the community.,English
"if the government fails, then it's up to the community to construct roads for themselves.",English
Funds can also be got from other organizations not only the government.,English
People do not like getting involved in maintaining roads.,English
It's the people's effort to develop the community.,English
Roads need to be maintained so that they do not get destroyed.,English
People with disabilities need to be well taken care of.,English
It's not only the government that supports the disabled people but also non-government organizations,English
It's a good practice to help the disabled people.,English
Some disabled people need wheelchairs for their movement.,English
You should always help someone in need.,English
People with disabilities are usually discriminated in the society.,English
Share the little you have with one who does not have anything.,English
Wheelchairs help the disable to move easily and with comfort.,English
Some parents abandon their disabled children.,English
It's a good practice to appreciate the little someone does for you.,English
There are no funds allocated to help the disabled in rural areas.,English
"It's not a must that every event is organized, people turn up.",English
The president can decline an invitation to an event.,English
If people do not turn up for an event then something is wrong.,English
It's not a must that if you invite someone to an event they have to come.,English
A good school needs to have buildings in good conditions.,English
Private schools don't usually get help from the government.,English
The government needs to step up and help the schools in poor conditions.,English
It's not the big number of people that make an event colorful,English
There as various ways to raise funds.,English
Even the little can also be used to bring up change in the society.,English
Constructing a building takes a while.,English
The leaders in the society are there to help out in developing their communities.,English
Schools are usually allocated funds during the beginning of the financial year.,English
developing a school is a community effort.,English
Also priests get transferred from one parish to another.,English
"For you to be transferred, you need to first make an appeal.",English
"When a bishop retires, another one is appointed by the pope.",English
There is also a hierarchy in the church.,English
A transfer of a leader to another area is not usually liked by everyone.,English
A transfer request is not usually effective immediately.,English
Also churches organize youth conferences.,English
A leader has to respect his/her transfer and must do as told.,English
The good things you do for your community are usually appreciated.,English
It's not a must that the person transferred only did bad for a community.,English
It's good to pray for one another,English
Everything that happens is the will of God.,English
In most cases people will be surprised about new things happening in their lives.,English
Everything done in church is usually not in secret.,English
It's not a must that you have to serve in your community.,English
Being transferred to a new area doesn't depend on how long you are in one area.,English
It's a must to know when and where you were born.,English
People get to know your history when you get transferred to another location.,English
Becoming a priest you need to go through teachings and preparations.,English
"If you serve people well , get ready to be promoted.",English
It's only the pope who appoints bishops in all countries.,English
Farmers are now getting new equipments to use while farming.,English
"If you want to succeed in farming, learn how to save your money.",English
It's the government's responsibility to educate farmers on the best practices in agriculture.,English
Farmers are misusing funds given to them by the government to help them improve on their farming ways.,English
How can farmers promote agricultural production?,English
Most of the agricultural products are food for us.,English
Agricultural projects benefit farmers.,English
Farmers should be taught better ways of farming.,English
What is the role of production officers?,English
How many members are on the budget committee?,English
"My mother advises me on quite a number of things,",English
I pledged to give up some money for her wedding.,English
History is still recognized to the present day.,English
Who is the prime minister of Buganda kingdom?,English
Of what benefit is a proper administrative structure?,English
Duty execution is a big responsibility.,English
What are the qualities of a good leader?,English
What makes people betray others?,English
"As a traditional leader, which chiefdom do you come from?",English
How does your school logo look?,English
Greedy people are very hard to deal with.,English
Let us learn to share with others.,English
Government often spends heavily on community projects.,English
How many sub counties are in Uganda?,English
Beans are rich in proteins whereas cassava is rich in carbohydrates.,English
Can we completely end poverty in Uganda?,English
It is wise to save a portion of your income.,English
"If you decide to save your money, it shall accumulate with time.",English
Why do you drink alcohol?,English
What is the role of a woman in a home?,English
Drinking and smoking are not good for your health.,English
Priests commit their lives to serve God.,English
Misuse of government funds is punishable by law.,English
He was found guilty of corruption.,English
How can we maintain peace and harmony among people?,English
Queens and kings live in the palace.,English
What are some of the hindrances to development?,English
To whom should the apology letter be addressed?,English
Terl me some of the chiefdoms in Uganda?,English
He was betrayed by his right hand man.,English
They have family conflicts to resolve.,English
Some people claim to be what they are not.,English
Which kingdom in Uganda are you affiliated to?,English
What makes people jealous?,English
Cultural institutions are separate entities from the government of Uganda.,English
What are some of the dry areas in Uganda?,English
The contractors did a very great job.,English
It is hard to meet people's expectations.,English
I hate to be in a chaotic environment.,English
Which organization in Uganda is in charge of water supply?,English
My brother has gone to fetch water from the tap.,English
Certain things do not happen as we expect them.,English
Dirty water could cause diseases.,English
Clean water is needed for cooking.,English
How should legal challenges be handled?,English
Work hard to achieve what you want.,English
The water tank at home helps us reserve water in case of water shortage.,English
"When you fail, you are defeated.",English
How can people in rural areas access tap water?,English
I enjoy eating grasshoppers.,English
What is the total population of your home village?,English
Of what benefits are street lights?,English
Immoral acts are not acceptable in society.,English
Most of the victims of rape and defilement are young girls.,English
How do people catch grasshoppers?,English
Some people are infected with the Human Immune Virus.,English
People catch grasshoppers and sell them.,English
Parents please take good care of your children.,English
Children need guidance from parents or guardians.,English
Why would children escape from home?,English
People tend to do bad acts at night.,English
homeless kids end up sleeping on the streets.,English
Grasshoppers are edible insects.,English
Women should be exemplary to the young girls.,English
You must sacrifice for what you want.,English
Grasshoppers are seasonal insects.,English
Grasshopper hunters use lights to attract grasshoppers at night.,English
Girls need to be inspired to stay in school and finish education.,English
Girls too have a right for education.,English
What should the government do to promote girl child education?,English
Who does not want to be wealthy?,English
Some kids adopt wrong characters from peers.,English
It is believed that practice makes perfect.,English
University students are sent for industrial training.,English
Pregnant mothers need to seek maternal health.,English
Assist others in times of need.,English
Girls dropout of school due to pregnancies.,English
As children of the deceased we demand for what is rightfully ours.,English
Businesses are initiated by people.,English
The manager was appreciated by staff for his hard work.,English
Almost everyone holds memories of someone or something.,English
What makes one a hero?,English
Some of my friends are outside Uganda.,English
He came to visit his wife at the office yesterday.,English
"Private entities are allowed to operate freely in Uganda,",English
My brother studied from Uganda Christian University.,English
Drivers stop at fuel stations to buy fuel for their vehicles.,English
Who is the police officer on duty this week?,English
Criminals should be dealt with immediately.,English
Her neighbor was charged of murder.,English
She was depressed over the death of her husband.,English
fuel prices are fair in Uganda.,English
"Since he failed to fulfill his promise, I cannot trust him anymore.",English
The school employed more security guards.,English
His property was confiscated by the landlord.,English
They reported their landlord to the village chairman.,English
We were all tested for malaria.,English
My mother was discharged from hospital.,English
The president will address the nation tomorrow.,English
We were told to maintain social distance.,English
We were all told to isolate ourselves.,English
All my family members were quarantined.,English
His house was destroyed by the floods.,English
Very many people are affected by landslides.,English
Her house caught fire last night.,English
All people who lost their property were sad.,English
Many border districts were affected by the pandemic.,English
The floods destroyed many buildings.,English
The survivors were given free medication.,English
We were all shocked by the earthquake.,English
My crops were destroyed by the heavy rains.,English
I do not have any food for my family.,English
Many people are living below the poverty line.,English
Fishermen complained about low earnings.,English
We should always boil water before drinking it.,English
The government has not yet intervened in our problems.,English
Most of the crops dried up due to the drought.,English
We have not received rainfall for two years now.,English
They reclaimed the swamp to build a house.,English
We were told to register for voting.,English
Most parts in Uganda are water logged.,English
We were arrested for failing to observe social distancing.,English
The fisherman said there is a low fish market now.,English
Most animals are affected by anthrax disease.,English
We were told to find somewhere else to stay.,English
My mother received money from the government.,English
He bought a lot of food.,English
They are giving food relief to all citizens.,English
We were counted last year.,English
Most mothers are not supported by their husbands.,English
The food was donated in plenty.,English
The citizens were very grateful for the food.,English
They get food from their garden as well .,English
He sells his plant harvests in order to pay school fees for his children.,English
Muslims are fasting during this month.,English
She was told to give a thanksgiving speech.,English
She bore very many children.,English
We are requesting all well-wishers to contribute to the event organization.,English
We have never received any accountability for the taxes.,English
He was diagnosed with cancer last week.,English
He was fractured during the accident.,English
My driver is sick and admitted in hospital.,English
There are many potholes on Jinja road.,English
He was taken to the operation theatre.,English
Police men are meant to keep law and order.,English
We consoled the bereaved.,English
We were requested to condole with the family of the deceased.,English
He died on his way to hospital.,English
A public toilet will be constructed in my village.,English
Many toilets are dirty and disgusting.,English
Public toilets should be put up in different parts of the country.,English
The latrine should be cleaned.,English
My father owns a lot of land.,English
Each household is expected to have a toilet.,English
They embarked on constructing a new pit latrine.,English
We were advised to promote proper hygiene.,English
We have no access to clean water.,English
Our toilets are very dirty.,English
We registered very poor farm yields this year.,English
Farmers were advised on the types of fertilizers to use.,English
The chairman is aware that we lack water.,English
Our land is very infertile.,English
A borehole has been put up in my village.,English
Leaders had a meeting today.,English
Many businessmen are registering losses this week.,English
Many people have died of the coronavirus disease .,English
All border districts were locked down.,English
We have no way of exporting our goods.,English
There is a lot of price fluctuation these days.,English
I cannot afford a meal.,English
The number of patients is increasing rapidly.,English
The business men complained about the heavy tariffs.,English
Food is very expensive these days.,English
We import most goods from Kenya.,English
Many people died of hunger.,English
He has started up a business.,English
The business alone cannot sustain me.,English
She has been hospitalized since last week.,English
We visited my mother while she was in hospital.,English
She has been on medication but has not improved yet.,English
The medication bill was too high.,English
The doctors do not know what I am suffering from.,English
I was told to buy the medicine.,English
He was arrested over rape.,English
The suspect was told to face the court.,English
He denied and pleaded innocent during the court session.,English
Fruits are very good for our health.,English
I am tired of paying taxes.,English
The president sensitized us about the importance of paying taxes.,English
My wife reported me to the police for beating her.,English
She was advised to go for a medical checkup.,English
Women are ignorant about their rights.,English
The gender gap should be bridged.,English
Our leaders should help us.,English
The patients were not treated well .,English
All social workers had a meeting today.,English
We were sensitized about tuberculosis.,English
Border district residents should wear masks all the time.,English
We are encouraged to wash our hands before eating anything.,English
All the patient's contacts were taken for a medical checkup.,English
All people who neglected the standard operating procedures acquired the disease.,English
The truck driver was not sober.,English
He was advised to have enough rest before driving.,English
Checking points have been established at every border district.,English
The government allocated us more land.,English
They expressed their challenges to the leaders.,English
Truck drivers should wear face masks.,English
Many people tested positive for the coronavirus disease.,English
He was arrested for driving recklessly.,English
Many people have resorted to fishing as a business.,English
Many deaths were registered this month.,English
All fishermen were tested for malaria.,English
We exported some fish for extra revenue.,English
The budget has been presented to the public.,English
The agricultural sector was allocated a lot of money.,English
People listened carefully while the national budget was being read.,English
My plant yields have been high this season.,English
The farmers requested for more funding.,English
He explained the entire budget.,English
Farmers have resorted to mixed farming.,English
There is an increase in the total expenditures.,English
Health centers will be renovated.,English
The doctors requested for a salary increment.,English
The health sector takes up a big portion in the national budget.,English
The budget needs to be revised.,English
The government acquired some loans.,English
Motorcycles have been demolished.,English
People use trucks as means of transport.,English
We bought food from her restaurant.,English
The driver died of malaria.,English
Drivers were told not to overload their vehicles.,English
We were advised to avoid gambling.,English
There has been a national black out for three hours.,English
A police officer was diagnosed with cancer.,English
The driver died in a car accident.,English
The journey was so long.,English
My father was taken for a surgery.,English
Many people are falling sick.,English
The president did not address the nation.,English
Some nurses were diagnosed with cancer.,English
Doctors do not have enough working equipment.,English
Many health workers were unhappy.,English
Health workers are at a risk of suffering from diseases.,English
One person has died of influenza.,English
The police man was shot dead.,English
Investigations started last week.,English
We were told to be very careful with our lives.,English
Doctors started a strike over poor working conditions.,English
People still go to crowded places.,English
The chairman called for a village meeting.,English
He said we should help each other during the lockdown.,English
People turned up for the meeting.,English
All patients were registered at the entrance of the hospital.,English
We collected all the patients' details.,English
People have started growing passion fruits.,English
Women had a get together event.,English
The chairman resolved the land wrangles.,English
The girl complained about being denied food at home.,English
Children should be aware of their rights.,English
We should respect our elders.,English
Women were told to start up savings groups.,English
Men were advised to respect their wives.,English
Women were educated about business management.,English
They did not settle the disputes.,English
The residents demanded for justice.,English
Girls will have a leadership conference tomorrow.,English
The government has set up special opportunities for the girl child.,English
My son is very humble.,English
Many women contested in the previous elections.,English
There are few engineering students.,English
The engineers have embarked on road construction.,English
A new school will also be constructed.,English
The land was not registered with the chairman.,English
The school has very many classroom blocks.,English
We were told to first settle the land disputes.,English
Pollution of our environment is dangerous for human health.,English
Teachers were unhappy with the students.,English
I want to buy more land.,English
The school fees are too high for my parents to afford.,English
More classrooms should be constructed.,English
Teachers did not teach the students all through the year.,English
The government advised students to attend all lessons.,English
The project has not yet commenced.,English
There are many newcomers in the school.,English
The school has some international students.,English
The expectant woman died on her way to hospital.,English
There is a lower mortality rate this year.,English
Men should support their women at all times.,English
Women were urged to seek antenatal services.,English
Men should pay for their wives' antenatal services.,English
We are advised to read the Bible daily.,English
Religious leaders always read the Bible.,English
I tested negative for malaria.,English
What is the role of a parish priest?,English
What skills and experience do you have?,English
What is the retirement age for civil servants?,English
What is the importance of culture?,English
Which music instrument do you play?,English
Where can I play music for free?,English
Where is the wedding reception going to be?,English
I love traditional music.,English
I sing in church.,English
Why is thanksgiving so important?,English
Christians believe in God.,English
All sick people should be taken to the hospital for treatment.,English
Competition is good for business.,English
We are hosting inter-university games.,English
How was Christianity spread in Uganda?,English
What is literacy?,English
How can we improve reading culture in pupils?,English
Why is self-confidence important in leadership?,English
What is the most prestigious poetry contest in Uganda?,English
Competition in education is a benefit to the learning process.,English
What are the categories in leadership?,English
Is there any poetry competition?,English
Students should come and register for the competition.,English
Who won the competition?,English
Why should we promote equal opportunities among children?,English
When is the wedding launch?,English
Why was the project successful?,English
Which schools did you attend?,English
Corrupt officers should be reported to the authorities.,English
Where is the press conference going to be held?,English
We need to take action against climate change.,English
How does the police investigate a corruption case?,English
Every vote must be counted.,English
The police are investigating what caused the fire outbreak.,English
What factors influence land conflicts?,English
Why do we need resource planning?,English
What is the nature of your work?,English
Do you have any pending work?,English
He was arrested for embezzling the funds.,English
Muslims pray five times a day.,English
Muslims help the needy.,English
The rally is going to be in the school playground.,English
Muslims believe that Muhammad is the last prophet.,English
I love journalism.,English
Muslims pray on Friday.,English
Muslims read the Holy Quran.,English
Muslims believe that God is the creator of all things.,English
Muslims are people who follow or practice Islam.,English
Muslims are not allowed to eat pork in their religion.,English
How many religions are in Uganda?,English
Both Christians and Muslims believe in one God.,English
What causes poverty among youths?,English
We need to support one another.,English
"After the training, I got the certificate of completion.",English
Which people have benefited from universal primary education?,English
I have received the Money.,English
You have done a tremendous job.,English
Choose what kind of business you want.,English
Which business have you decided to invest in?,English
What is the importance of physical education?,English
What methods are used to raise funds?,English
How much money is needed for school construction?,English
Do you have any plans for today?,English
Who is drafting the budget?,English
How much money will be allocated to the project in the next financial year?,English
What should I ask in the consultation meeting?,English
Who is a stakeholder?,English
Why do students perform poorly?,English
That land belongs to the church of Uganda.,English
When is ash Wednesday?,English
He wedded in church.,English
Why are political campaigns so expensive?,English
Children are singing traditional songs.,English
Who choosees board members?,English
What are the challenges of drug abuse among school-going children?,English
Which sports have more fans in Uganda?,English
Encourage one another in love.,English
What challenges did you face during the training session?,English
Who is clamming ownership of church land?,English
We have ferlowships at school.,English
Is that a Christian college?,English
Students are going back to school.,English
How many people have been killed in the forest?,English
How can I find if someone has a criminal record?,English
There is a lot of insecurity in our region?,English
Whats shows that the city is growing?,English
Police officers are respectable people.,English
What causes insecurity in people?,English
Who is killing students?,English
What is the shortest route to town?,English
What is your greatest strength?,English
The police officer was shot and killed near the university.,English
We have rain forests in Uganda.,English
What are the three important skills for teamwork and collaboration?,English
Is it safe to use petroleum jerly on the skin?,English
Check out our website for more information.,English
How much revenue is expected to be collected in this financial year?,English
What are bank charges?,English
Tax collection is necessary to ensure revenues are collected to fund governmental services.,English
How much revenue is collected every month?,English
The officials didn't provide clarity for the funds provided.,English
They should plan for the money given to the different sectors.,English
Oil production in the country is expected to start very soon.,English
Facilities are being constructed to support oil production.,English
The technical aspects of oil production are being finalized.,English
There is a need to conclude project frameworks for oil production.,English
Funds to support an orphaned child are being mobilized.,English
She dies of a short illness.,English
The orphan's life was showcased on social media.,English
The college secretary will be supported.,English
"The strong lady kept her composure, even in hard situations.",English
The old school students respect the school motto.,English
The teacher thanked the students for their generosity.,English
The headmaster thanked students for their contribution.,English
The old students were thanked for their concern.,English
The team was thanked for its befitting condolence message.,English
The support team helped her with her basic needs.,English
She thanked all members that contributed towards her support.,English
The district should provide sexual reproductive health services.,English
The community should provide family planning methods to the girls.,English
The meeting was organized by the Reproductive Health team Uganda.,English
Teenage pregnancies have increased the rate of maternal deaths.,English
The government was praised for its work towards family planning.,English
He thanked the members present for attending the activity.,English
She died as a result of complications when giving birth.,English
Issues must be resolved without much debate.,English
People should be taught about sexual reproductive health.,English
The right information should be passed to the public.,English
The directive will be planned for in the coming year.,English
Adolescents should receive sexual reproductive health services.,English
Family planning can prevent teenage pregnancies.,English
The district council will receive a paper presentation for social services.,English
The team signed a one-year partnership.,English
The partnership will be for one year only.,English
The company will offer the club with transportation services.,English
The sponsorship came at a much needed time.,English
The partnership will rerieve the club of transportation costs.,English
The club is privileged to partner with a local business entity.,English
The biggest challenge faced by the club was transporting.,English
The team has been looking for partners to cater for their transport.,English
The club had transport challenges in the past.,English
Only one bus company has welcomed the football team.,English
The team will be involved in developing the stadium.,English
Club fans will buy bus tickets to support players.,English
The bus ticket will be used to pay the players' bills.,English
Players shouldn't be used as tools of work.,English
The Ugandan company has renewed the team's contract.,English
A new leader will be in the office next week.,English
They will hold the annual general meeting this week.,English
Only one person will represent members of the executive.,English
The vice president position is a core elective position.,English
The district was chosen for national arrangements.,English
They agreed to elect a new member of the executive committee.,English
They were advised to strengthen urban governance in the region.,English
They volunteered to participate in major decision making.,English
Only those with political ambitions were voted.,English
The district leaders have participated in regional development.,English
More leaders are needed to build the foundation.,English
